topic,paper_ID,sentence_ID,sentence,words,BIO,POS,length
text-classification,5,163,"We apply dropout of 0.4 to layers , 0.3 to RNN layers , 0.4 to input embedding layers , 0.05 to embedding layers , and weight dropout of 0.5 to the RNN hidden - to - hidden matrix .","['We', 'apply', 'dropout', 'of', '0.4', 'to', 'layers', ',', '0.3', 'to', 'RNN', 'layers', ',', '0.4', 'to', 'input', 'embedding', 'layers', ',', '0.05', 'to', 'embedding', 'layers', ',', 'and', 'weight', 'dropout', 'of', '0.5', 'to', 'the', 'RNN', 'hidden', '-', 'to', '-', 'hidden', 'matrix', '.']","['O', 'B-p', 'B-n', 'O', 'B-p', 'B-n', 'I-n', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['PRP', 'VBP', 'IN', 'IN', 'CD', 'TO', 'NNS', ',', 'CD', 'TO', 'NNP', 'NNS', ',', 'CD', 'TO', 'VB', 'VBG', 'NNS', ',', 'CD', 'TO', 'VBG', 'NNS', ',', 'CC', 'VBD', 'NN', 'IN', 'CD', 'TO', 'DT', 'NNP', 'SYM', ':', 'TO', ':', 'NN', 'NN', '.']",39
text-classification,5,164,The classifier has a hidden layer of size 50 .,"['The', 'classifier', 'has', 'a', 'hidden', 'layer', 'of', 'size', '50', '.']","['O', 'B-n', 'O', 'O', 'B-n', 'I-n', 'O', 'B-p', 'B-n', 'O']","['DT', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NN', 'CD', '.']",10
text-classification,5,165,"We use Adam with ? 1 = 0.7 instead of the default ? 1 = 0.9 and ? 2 = 0.99 , similar to .","['We', 'use', 'Adam', 'with', '?', '1', '=', '0.7', 'instead', 'of', 'the', 'default', '?', '1', '=', '0.9', 'and', '?', '2', '=', '0.99', ',', 'similar', 'to', '.']","['O', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O']","['PRP', 'VBP', 'FW', 'IN', '.', 'CD', '$', 'CD', 'RB', 'IN', 'DT', 'NN', '.', 'CD', 'JJ', 'CD', 'CC', '.', 'CD', 'NN', 'CD', ',', 'JJ', 'TO', '.']",25
text-classification,5,166,"We use a batch size of 64 , a base learning rate of 0.004 and 0.01 for finetuning the LM and the classifier respectively , and tune the number of epochs on the validation set of each task 7 .","['We', 'use', 'a', 'batch', 'size', 'of', '64', ',', 'a', 'base', 'learning', 'rate', 'of', '0.004', 'and', '0.01', 'for', 'finetuning', 'the', 'LM', 'and', 'the', 'classifier', 'respectively', ',', 'and', 'tune', 'the', 'number', 'of', 'epochs', 'on', 'the', 'validation', 'set', 'of', 'each', 'task', '7', '.']","['O', 'O', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'I-p', 'B-p', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O']","['PRP', 'VBP', 'DT', 'NN', 'NN', 'IN', 'CD', ',', 'DT', 'NN', 'VBG', 'NN', 'IN', 'CD', 'CC', 'CD', 'IN', 'VBG', 'DT', 'NNP', 'CC', 'DT', 'NN', 'RB', ',', 'CC', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'NN', 'CD', '.']",40
text-classification,5,175,"Our method outperforms both CoVe , a state - of - the - art transfer learning method based on hypercolumns , as well as the state - of - the - art on both datasets .","['Our', 'method', 'outperforms', 'both', 'CoVe', ',', 'a', 'state', '-', 'of', '-', 'the', '-', 'art', 'transfer', 'learning', 'method', 'based', 'on', 'hypercolumns', ',', 'as', 'well', 'as', 'the', 'state', '-', 'of', '-', 'the', '-', 'art', 'on', 'both', 'datasets', '.']","['O', 'B-n', 'B-p', 'O', 'B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['PRP$', 'NN', 'VBZ', 'DT', 'NNP', ',', 'DT', 'NN', ':', 'IN', ':', 'DT', ':', 'NN', 'NN', 'VBG', 'NNS', 'VBN', 'IN', 'NN', ',', 'RB', 'RB', 'IN', 'DT', 'NN', ':', 'IN', ':', 'DT', ':', 'NN', 'IN', 'DT', 'NNS', '.']",36
text-classification,5,176,"On IMDb , we reduce the error dramatically by 43.9 % and 22 % with regard to CoVe and the state - of - the - art respectively .","['On', 'IMDb', ',', 'we', 'reduce', 'the', 'error', 'dramatically', 'by', '43.9', '%', 'and', '22', '%', 'with', 'regard', 'to', 'CoVe', 'and', 'the', 'state', '-', 'of', '-', 'the', '-', 'art', 'respectively', '.']","['B-p', 'B-n', 'O', 'O', 'B-p', 'O', 'B-n', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'NNP', ',', 'PRP', 'VB', 'DT', 'NN', 'RB', 'IN', 'CD', 'NN', 'CC', 'CD', 'NN', 'IN', 'NN', 'TO', 'NNP', 'CC', 'DT', 'NN', ':', 'IN', ':', 'DT', ':', 'NN', 'RB', '.']",29
text-classification,5,181,"On TREC - 6 , our improvement - similar as the improvements of state - of - the - art approaches - is not statistically significant , due to the small size of the 500 - examples test set .","['On', 'TREC', '-', '6', ',', 'our', 'improvement', '-', 'similar', 'as', 'the', 'improvements', 'of', 'state', '-', 'of', '-', 'the', '-', 'art', 'approaches', '-', 'is', 'not', 'statistically', 'significant', ',', 'due', 'to', 'the', 'small', 'size', 'of', 'the', '500', '-', 'examples', 'test', 'set', '.']","['O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['IN', 'NNP', ':', 'CD', ',', 'PRP$', 'NN', ':', 'JJ', 'IN', 'DT', 'NNS', 'IN', 'NN', ':', 'IN', ':', 'DT', ':', 'NN', 'NNS', ':', 'VBZ', 'RB', 'RB', 'JJ', ',', 'JJ', 'TO', 'DT', 'JJ', 'NN', 'IN', 'DT', 'CD', ':', 'NNS', 'VBP', 'NN', '.']",40
text-classification,5,186,"On AG , we observe a similarly dramatic error reduction by 23.7 % compared to the state - of - the - art .","['On', 'AG', ',', 'we', 'observe', 'a', 'similarly', 'dramatic', 'error', 'reduction', 'by', '23.7', '%', 'compared', 'to', 'the', 'state', '-', 'of', '-', 'the', '-', 'art', '.']","['O', 'B-n', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['IN', 'NNP', ',', 'PRP', 'VBP', 'DT', 'RB', 'JJ', 'NN', 'NN', 'IN', 'CD', 'NN', 'VBN', 'TO', 'DT', 'NN', ':', 'IN', ':', 'DT', ':', 'NN', '.']",24
text-classification,5,187,"On DBpedia , Yelp - bi , and Yelp - full , we reduce the error by 4.8 % , 18.2 % , 2.0 % respectively .","['On', 'DBpedia', ',', 'Yelp', '-', 'bi', ',', 'and', 'Yelp', '-', 'full', ',', 'we', 'reduce', 'the', 'error', 'by', '4.8', '%', ',', '18.2', '%', ',', '2.0', '%', 'respectively', '.']","['O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O']","['IN', 'NNP', ',', 'NNP', ':', 'NN', ',', 'CC', 'NNP', ':', 'JJ', ',', 'PRP', 'VB', 'DT', 'NN', 'IN', 'CD', 'NN', ',', 'CD', 'NN', ',', 'CD', 'NN', 'RB', '.']",27
text-classification,5,193,Low - shot learning,"['Low', '-', 'shot', 'learning']","['B-n', 'I-n', 'I-n', 'I-n']","['NNP', ':', 'NN', 'NN']",4
text-classification,5,202,"On IMDb and AG , supervised ULMFiT with only 100 labeled examples matches the performance of training from scratch with 10 and 20 more data respectively , clearly demonstrating the benefit of general - domain LM pretraining .","['On', 'IMDb', 'and', 'AG', ',', 'supervised', 'ULMFiT', 'with', 'only', '100', 'labeled', 'examples', 'matches', 'the', 'performance', 'of', 'training', 'from', 'scratch', 'with', '10', 'and', '20', 'more', 'data', 'respectively', ',', 'clearly', 'demonstrating', 'the', 'benefit', 'of', 'general', '-', 'domain', 'LM', 'pretraining', '.']","['B-p', 'B-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'B-p', 'I-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'NNP', 'CC', 'NNP', ',', 'VBD', 'NNP', 'IN', 'RB', 'CD', 'VBD', 'NNS', 'VBZ', 'DT', 'NN', 'IN', 'VBG', 'IN', 'NN', 'IN', 'CD', 'CC', 'CD', 'JJR', 'NNS', 'RB', ',', 'RB', 'VBG', 'DT', 'NN', 'IN', 'JJ', ':', 'NN', 'NNP', 'NN', '.']",38
text-classification,5,204,"On TREC - 6 , ULMFiT significantly improves upon training from scratch ; as examples are shorter and fewer , supervised and semi-supervised ULMFiT achieve similar results .","['On', 'TREC', '-', '6', ',', 'ULMFiT', 'significantly', 'improves', 'upon', 'training', 'from', 'scratch', ';', 'as', 'examples', 'are', 'shorter', 'and', 'fewer', ',', 'supervised', 'and', 'semi-supervised', 'ULMFiT', 'achieve', 'similar', 'results', '.']","['O', 'B-n', 'I-n', 'I-n', 'O', 'B-n', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'NNP', ':', 'CD', ',', 'NNP', 'RB', 'VBZ', 'IN', 'VBG', 'IN', 'NN', ':', 'IN', 'NNS', 'VBP', 'JJR', 'CC', 'JJR', ',', 'JJ', 'CC', 'JJ', 'NNP', 'NN', 'JJ', 'NNS', '.']",28
text-classification,5,207,"Pretraining is most useful for small and medium - sized datasets , which are most common in commercial applications .","['Pretraining', 'is', 'most', 'useful', 'for', 'small', 'and', 'medium', '-', 'sized', 'datasets', ',', 'which', 'are', 'most', 'common', 'in', 'commercial', 'applications', '.']","['B-n', 'O', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VBG', 'VBZ', 'RBS', 'JJ', 'IN', 'JJ', 'CC', 'JJ', ':', 'JJ', 'NNS', ',', 'WDT', 'VBP', 'RBS', 'JJ', 'IN', 'JJ', 'NNS', '.']",20
text-classification,5,209,Impact of LM quality,"['Impact', 'of', 'LM', 'quality']","['B-n', 'I-n', 'I-n', 'I-n']","['NN', 'IN', 'NNP', 'NN']",4
text-classification,5,211,"Using our fine - tuning techniques , even a regular LM reaches surprisingly good performance on the larger datasets .","['Using', 'our', 'fine', '-', 'tuning', 'techniques', ',', 'even', 'a', 'regular', 'LM', 'reaches', 'surprisingly', 'good', 'performance', 'on', 'the', 'larger', 'datasets', '.']","['B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O']","['VBG', 'PRP$', 'JJ', ':', 'NN', 'NNS', ',', 'RB', 'DT', 'JJ', 'NNP', 'VBZ', 'RB', 'JJ', 'NN', 'IN', 'DT', 'JJR', 'NNS', '.']",20
text-classification,5,212,"On the smaller TREC - 6 , a vanilla LM without dropout runs the risk of overfitting , which decreases performance .","['On', 'the', 'smaller', 'TREC', '-', '6', ',', 'a', 'vanilla', 'LM', 'without', 'dropout', 'runs', 'the', 'risk', 'of', 'overfitting', ',', 'which', 'decreases', 'performance', '.']","['B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'I-p', 'I-p', 'I-p', 'B-n', 'O', 'O', 'O', 'O', 'O']","['IN', 'DT', 'JJR', 'NNP', ':', 'CD', ',', 'DT', 'NN', 'NNP', 'IN', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'NN', ',', 'WDT', 'VBZ', 'NN', '.']",22
text-classification,5,215,Fine - tuning the LM is most beneficial for larger datasets .,"['Fine', '-', 'tuning', 'the', 'LM', 'is', 'most', 'beneficial', 'for', 'larger', 'datasets', '.']","['B-n', 'I-n', 'I-n', 'O', 'B-n', 'O', 'B-n', 'I-n', 'I-n', 'B-n', 'I-n', 'O']","['NNP', ':', 'VBG', 'DT', 'NNP', 'VBZ', 'JJS', 'JJ', 'IN', 'JJR', 'NNS', '.']",12
text-classification,5,225,"Fine - tuning the classifier significantly improves over training from scratch , particularly on the small TREC - 6 . ' Last ' , the standard fine - tuning method in CV , severely underfits and is never able to lower the training error to 0 . ' Chainthaw ' achieves competitive performance on the smaller datasets , but is outperformed significantly on the large AG .","['Fine', '-', 'tuning', 'the', 'classifier', 'significantly', 'improves', 'over', 'training', 'from', 'scratch', ',', 'particularly', 'on', 'the', 'small', 'TREC', '-', '6', '.', ""'"", 'Last', ""'"", ',', 'the', 'standard', 'fine', '-', 'tuning', 'method', 'in', 'CV', ',', 'severely', 'underfits', 'and', 'is', 'never', 'able', 'to', 'lower', 'the', 'training', 'error', 'to', '0', '.', ""'"", 'Chainthaw', ""'"", 'achieves', 'competitive', 'performance', 'on', 'the', 'smaller', 'datasets', ',', 'but', 'is', 'outperformed', 'significantly', 'on', 'the', 'large', 'AG', '.']","['B-n', 'I-n', 'I-n', 'O', 'B-n', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NNP', ':', 'VBG', 'DT', 'NN', 'RB', 'VBZ', 'RP', 'NN', 'IN', 'NN', ',', 'RB', 'IN', 'DT', 'JJ', 'NNP', ':', 'CD', '.', ""''"", 'JJ', ""''"", ',', 'DT', 'JJ', 'JJ', ':', 'VBG', 'NN', 'IN', 'NNP', ',', 'RB', 'JJ', 'CC', 'VBZ', 'RB', 'JJ', 'TO', 'VB', 'DT', 'NN', 'NN', 'TO', 'CD', '.', ""''"", 'NNP', 'POS', 'NNS', 'JJ', 'NN', 'IN', 'DT', 'JJR', 'NNS', ',', 'CC', 'VBZ', 'VBN', 'RB', 'IN', 'DT', 'JJ', 'NNP', '.']",67
text-classification,5,238,"At the cost of training a second model , ensembling the predictions of a forward and backwards LM - classifier brings a performance boost of around 0.5 - 0.7 .","['At', 'the', 'cost', 'of', 'training', 'a', 'second', 'model', ',', 'ensembling', 'the', 'predictions', 'of', 'a', 'forward', 'and', 'backwards', 'LM', '-', 'classifier', 'brings', 'a', 'performance', 'boost', 'of', 'around', '0.5', '-', '0.7', '.']","['O', 'O', 'O', 'B-p', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O']","['IN', 'DT', 'NN', 'IN', 'VBG', 'DT', 'JJ', 'NN', ',', 'VBG', 'DT', 'NNS', 'IN', 'DT', 'NN', 'CC', 'NNS', 'NNP', ':', 'NN', 'VBZ', 'DT', 'NN', 'NN', 'IN', 'IN', 'CD', ':', 'CD', '.']",30
text-classification,5,239,On IMD b we lower the test error from 5.30 of a single model to 4.58 for the bidirectional model .,"['On', 'IMD', 'b', 'we', 'lower', 'the', 'test', 'error', 'from', '5.30', 'of', 'a', 'single', 'model', 'to', '4.58', 'for', 'the', 'bidirectional', 'model', '.']","['B-p', 'B-n', 'I-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'B-p', 'O', 'B-n', 'I-n', 'O']","['IN', 'NNP', 'NN', 'PRP', 'VBP', 'DT', 'NN', 'NN', 'IN', 'CD', 'IN', 'DT', 'JJ', 'NN', 'TO', 'CD', 'IN', 'DT', 'JJ', 'NN', '.']",21
text-classification,7,2,Investigating Capsule Networks with Dynamic Routing for Text Classification,"['Investigating', 'Capsule', 'Networks', 'with', 'Dynamic', 'Routing', 'for', 'Text', 'Classification']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n']","['VBG', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'IN', 'NNP', 'NNP']",9
text-classification,7,10,1 Codes are publicly available at : https://github.com/andyweizhao/capsule_text_classification .,"['1', 'Codes', 'are', 'publicly', 'available', 'at', ':', 'https://github.com/andyweizhao/capsule_text_classification', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'O']","['CD', 'NNS', 'VBP', 'RB', 'JJ', 'IN', ':', 'NN', '.']",9
text-classification,7,12,Modeling articles or sentences computationally is a fundamental topic in natural language processing .,"['Modeling', 'articles', 'or', 'sentences', 'computationally', 'is', 'a', 'fundamental', 'topic', 'in', 'natural', 'language', 'processing', '.']","['B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['VBG', 'NNS', 'CC', 'NNS', 'RB', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'NN', '.']",14
text-classification,7,16,"Earlier efforts in modeling texts have achieved limited success on text categorization using a simple bag - of - words classifier , implying understanding the meaning of the individual word or n-gram is a necessary step towards more sophisticated models .","['Earlier', 'efforts', 'in', 'modeling', 'texts', 'have', 'achieved', 'limited', 'success', 'on', 'text', 'categorization', 'using', 'a', 'simple', 'bag', '-', 'of', '-', 'words', 'classifier', ',', 'implying', 'understanding', 'the', 'meaning', 'of', 'the', 'individual', 'word', 'or', 'n-gram', 'is', 'a', 'necessary', 'step', 'towards', 'more', 'sophisticated', 'models', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJR', 'NNS', 'IN', 'VBG', 'NNS', 'VBP', 'VBN', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'VBG', 'DT', 'JJ', 'NN', ':', 'IN', ':', 'NNS', 'JJR', ',', 'VBG', 'VBG', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'CC', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'NNS', 'RBR', 'JJ', 'NNS', '.']",41
text-classification,7,40,"Our capsule network , depicted in , is a variant of the capsule networks proposed in .","['Our', 'capsule', 'network', ',', 'depicted', 'in', ',', 'is', 'a', 'variant', 'of', 'the', 'capsule', 'networks', 'proposed', 'in', '.']","['O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRP$', 'NN', 'NN', ',', 'VBN', 'IN', ',', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'NNS', 'VBN', 'IN', '.']",17
text-classification,7,41,"It consists of four layers : ngram convolutional layer , primary capsule layer , convolutional capsule layer , and fully connected capsule layer .","['It', 'consists', 'of', 'four', 'layers', ':', 'ngram', 'convolutional', 'layer', ',', 'primary', 'capsule', 'layer', ',', 'convolutional', 'capsule', 'layer', ',', 'and', 'fully', 'connected', 'capsule', 'layer', '.']","['O', 'B-p', 'I-p', 'B-n', 'I-n', 'O', 'B-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['PRP', 'VBZ', 'IN', 'CD', 'NNS', ':', 'JJ', 'JJ', 'NN', ',', 'JJ', 'NN', 'NN', ',', 'JJ', 'NN', 'NN', ',', 'CC', 'RB', 'VBN', 'NN', 'NN', '.']",24
text-classification,7,42,"In addition , we explore two capsule frameworks to integrate these four components in different ways .","['In', 'addition', ',', 'we', 'explore', 'two', 'capsule', 'frameworks', 'to', 'integrate', 'these', 'four', 'components', 'in', 'different', 'ways', '.']","['O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['IN', 'NN', ',', 'PRP', 'VBP', 'CD', 'NN', 'NNS', 'TO', 'VB', 'DT', 'CD', 'NNS', 'IN', 'JJ', 'NNS', '.']",17
text-classification,7,44,N - gram Convolutional Layer,"['N', '-', 'gram', 'Convolutional', 'Layer']","['B-n', 'I-n', 'I-n', 'I-n', 'I-n']","['NNP', ':', 'NN', 'NNP', 'NNP']",5
text-classification,7,45,This layer is a standard convolutional layer which extracts n-gram features at different positions of a sentence through various convolutional filters .,"['This', 'layer', 'is', 'a', 'standard', 'convolutional', 'layer', 'which', 'extracts', 'n-gram', 'features', 'at', 'different', 'positions', 'of', 'a', 'sentence', 'through', 'various', 'convolutional', 'filters', '.']","['O', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'B-n', 'I-n', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'I-n', 'O']","['DT', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'WDT', 'VBZ', 'JJ', 'NNS', 'IN', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'IN', 'JJ', 'JJ', 'NNS', '.']",22
text-classification,7,58,Primary Capsule Layer,"['Primary', 'Capsule', 'Layer']","['B-n', 'I-n', 'I-n']","['JJ', 'NNP', 'NNP']",3
text-classification,7,59,This is the first capsule layer in which the capsules replace the scalar - output feature detectors of CNNs with vector- output capsules to preserve the instantiated parameters such as the local order of words and semantic representations of words .,"['This', 'is', 'the', 'first', 'capsule', 'layer', 'in', 'which', 'the', 'capsules', 'replace', 'the', 'scalar', '-', 'output', 'feature', 'detectors', 'of', 'CNNs', 'with', 'vector-', 'output', 'capsules', 'to', 'preserve', 'the', 'instantiated', 'parameters', 'such', 'as', 'the', 'local', 'order', 'of', 'words', 'and', 'semantic', 'representations', 'of', 'words', '.']","['O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'I-p', 'O', 'B-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['DT', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'IN', 'WDT', 'DT', 'NNS', 'VB', 'DT', 'JJ', ':', 'NN', 'NN', 'NNS', 'IN', 'NNP', 'IN', 'JJ', 'NN', 'NNS', 'TO', 'VB', 'DT', 'JJ', 'NNS', 'JJ', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'CC', 'JJ', 'NNS', 'IN', 'NNS', '.']",41
text-classification,7,84,Dynamic Routing,"['Dynamic', 'Routing']","['B-n', 'I-n']","['NNP', 'NNP']",2
text-classification,7,85,The basic idea of dynamic routing is to construct a non-linear map in an iterative manner ensuring that the output of each capsule gets sent to an appropriate parent in the subsequent layer :,"['The', 'basic', 'idea', 'of', 'dynamic', 'routing', 'is', 'to', 'construct', 'a', 'non-linear', 'map', 'in', 'an', 'iterative', 'manner', 'ensuring', 'that', 'the', 'output', 'of', 'each', 'capsule', 'gets', 'sent', 'to', 'an', 'appropriate', 'parent', 'in', 'the', 'subsequent', 'layer', ':']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'I-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['DT', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'VBZ', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'VBG', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'VBN', 'TO', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', ':']",34
text-classification,7,107,Convolutional Capsule Layer,"['Convolutional', 'Capsule', 'Layer']","['B-n', 'I-n', 'I-n']","['JJ', 'NNP', 'NNP']",3
text-classification,7,108,"In this layer , each capsule is connected only to a local region K 2 C spatially in the layer below .","['In', 'this', 'layer', ',', 'each', 'capsule', 'is', 'connected', 'only', 'to', 'a', 'local', 'region', 'K', '2', 'C', 'spatially', 'in', 'the', 'layer', 'below', '.']","['O', 'O', 'O', 'O', 'B-n', 'I-n', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'O']","['IN', 'DT', 'NN', ',', 'DT', 'NN', 'VBZ', 'VBN', 'RB', 'TO', 'DT', 'JJ', 'NN', 'NNP', 'CD', 'NNP', 'RB', 'IN', 'DT', 'NN', 'IN', '.']",22
